序号,类别,算法/文件名称,官方文件名,本地相对路径,大小(字节),状态,SHA256,发布日期,官方下载地址,官方页面
035,密钥封装 Key Encapsulation,Scloud+,Scloud+.zip,01-public-key/02-key-encapsulation/Scloud+.zip,12578761,ok,050aad7293ec90fafd9070e82877eedc81caf0aaaca932c995619a3f35429876,2026-09-20 10:31,https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Key%20Encapsulation/Scloud%2B.zip,https://www.niccs.org.cn/niccs/R1KeyEncapsulation/pc/content/content_2101499583567319040.html
036,密钥封装 Key Encapsulation,TRIKE,TRIKE.zip,01-public-key/02-key-encapsulation/TRIKE.zip,6460305,ok,03956a13fde3d402513bfcf9942f2b04fd23e98b01a3dc52b48938b9c89fe4d6,2026-09-20 10:30,https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Key%20Encapsulation/TRIKE.zip,https://www.niccs.org.cn/niccs/R1KeyEncapsulation/pc/content/content_2101499390209904640.html
037,密钥封装 Key Encapsulation,TriQ-KEM,TriQ-KEM.zip,01-public-key/02-key-encapsulation/TriQ-KEM.zip,18591835,ok,1e4b96e7a849c95b4a6511c5739be9e0b4adf19b00195c2c0ce14f66be316876,2026-09-20 10:29,https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Key%20Encapsulation/TriQ-KEM.zip,https://www.niccs.org.cn/niccs/R1KeyEncapsulation/pc/content/content_2101499199985635328.html
038,密钥封装 Key Encapsulation,UVW Key Encapsulation Mechanism,UVW-KEM.zip,01-public-key/02-key-encapsulation/UVW-KEM.zip,75587362,ok,f9a1b135ea16aca0c974861732e03cd3164f1288f33ff150ff66c98326b75bcb,2026-09-20 10:28,https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Key%20Encapsulation/UVW-KEM.zip,https://www.niccs.org.cn/niccs/R1KeyEncapsulation/pc/content/content_2101498913376260096.html
039,密钥封装 Key Encapsulation,Weaver,Weaver.zip,01-public-key/02-key-encapsulation/Weaver.zip,5743165,ok,9b0bad96e9bc836b0ff811492a70891066df5634ee47fda4d1518dccd4e09927,2026-09-20 10:28,https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Key%20Encapsulation/Weaver.zip,https://www.niccs.org.cn/niccs/R1KeyEncapsulation/pc/content/content_2101498729367949312.html
040,密钥封装 Key Encapsulation,YuanYang.KEM,YuanYang.KEM.zip,01-public-key/02-key-encapsulation/YuanYang.KEM.zip,18320042,ok,fe1bf3d78272bb79048e7d456819160324c6140206798cb77a22c2babcfdcf4a,2026-09-20 10:27,https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Key%20Encapsulation/YuanYang.KEM.zip,https://www.niccs.org.cn/niccs/R1KeyEncapsulation/pc/content/content_2101498553312038912.html
041,密钥封装 Key Encapsulation,ZEN,ZEN.zip,01-public-key/02-key-encapsulation/ZEN.zip,37391107,ok,69eba070320fc6cb365fb6d43d2b74460487732aeb7e607fac2d6c1b3a64a80e,2026-09-20 10:25,https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Key%20Encapsulation/ZEN.zip,https://www.niccs.org.cn/niccs/R1KeyEncapsulation/pc/content/content_2101498315453059072.html
001,密钥交换 Key Exchange,ADKEX (Authenticated Ding Key Exchange),ADKEX.zip,01-public-key/03-key-exchange/ADKEX.zip,9144467,ok,bbadecca0ce9d3f3131129b17c91e0ab89a81e077710e53f7a569a30475a23f2,2026-09-20 10:18,https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Key%20Exchange/ADKEX.zip,https://www.niccs.org.cn/niccs/R1KeyExchange/pc/content/content_2101496452469051392.html
002,密钥交换 Key Exchange,AFS-KEX,AFS-KEX.zip,01-public-key/03-key-exchange/AFS-KEX.zip,9752914,ok,7d902107b74870e512c84da82c6bfb386633ca864ddc7df2f7b0b183511f983a,2026-09-20 10:17,https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Key%20Exchange/AFS-KEX.zip,https://www.niccs.org.cn/niccs/R1KeyExchange/pc/content/content_2101496186252382208.html
003,密钥交换 Key Exchange,CreTAKE,CreTAKE.zip,01-public-key/03-key-exchange/CreTAKE.zip,17998433,ok,0b356074741bc20fa82132719e1678e001083b9746f5c4c582425b727b511741,2026-09-20 10:15,https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Key%20Exchange/CreTAKE.zip,https://www.niccs.org.cn/niccs/R1KeyExchange/pc/content/content_2101495927828729856.html
004,密钥交换 Key Exchange,DKEX (Ding Key Exchange),DKEX.zip,01-public-key/03-key-exchange/DKEX.zip,11261599,ok,979c22239b4a2fb6732e68029c06659f8a7b582c00ca163e1ec72874b227e117,2026-09-20 09:43,https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Key%20Exchange/DKEX.zip,https://www.niccs.org.cn/niccs/R1KeyExchange/pc/content/content_2100889723003817984.html
005,密钥交换 Key Exchange,Loom,Loom.zip,01-public-key/03-key-exchange/Loom.zip,24191394,ok,e9e7ff0fb453a371634797febeaeac7c1f081b5fd2438204787c763667482ec4,2026-09-20 09:42,https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Key%20Exchange/Loom.zip,https://www.niccs.org.cn/niccs/R1KeyExchange/pc/content/content_2100889434439897088.html
006,密钥交换 Key Exchange,MAMBA-NIKE,MAMBA-NIKE.zip,01-public-key/03-key-exchange/MAMBA-NIKE.zip,10286525,ok,79b53ff726121ccb1ce970003c06b605e973c4e4f452dbe780e70cd4c40ca018,2026-09-20 09:41,https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Key%20Exchange/MAMBA-NIKE.zip,https://www.niccs.org.cn/niccs/R1KeyExchange/pc/content/content_2100889280743821312.html
007,密钥交换 Key Exchange,NEV-AKE,NEV-AKE.zip,01-public-key/03-key-exchange/NEV-AKE.zip,12680002,ok,da75005b4060167f25125cbd1a769ed872c8b6fcb770fe0827a599e44536e8e6,2026-09-20 09:40,https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Key%20Exchange/NEV-AKE.zip,https://www.niccs.org.cn/niccs/R1KeyExchange/pc/content/content_2100889075738824704.html
008,密钥交换 Key Exchange,NIIKE,NIIKE.zip,01-public-key/03-key-exchange/NIIKE.zip,18829414,ok,4f79f9a62aed06db83f2965abcc42ca98ce5cc2128cebd15b50a46cfbb633dbe,2026-09-20 09:39,https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Key%20Exchange/NIIKE.zip,https://www.niccs.org.cn/niccs/R1KeyExchange/pc/content/content_2100888831449976832.html
009,密钥交换 Key Exchange,TriQ-KEX,TriQ-KEX.zip,01-public-key/03-key-exchange/TriQ-KEX.zip,26471558,ok,dde9bf3e8d75fc3df53bcbcacaba4faed39272b8ef2f1ac199ae0128d327b505,2026-09-20 09:39,https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Key%20Exchange/TriQ-KEX.zip,https://www.niccs.org.cn/niccs/R1KeyExchange/pc/content/content_2100888002600980480.html
001,密码杂凑 Hash,AFS-TrEDM,AFS-TrEDM.zip,02-hash/AFS-TrEDM.zip,23244533,ok,6a4b3d3ca5c225ad7d8714878e12f10cbf92aa6e081a8b85f504b6eeb2f4188b,2026-09-20 13:16,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/AFS-TrEDM.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101541113569038336.html
002,密码杂凑 Hash,AXIS: Advanced eXpandable Iterative Stream-based Hash,AXIS.zip,02-hash/AXIS.zip,6950682,ok,a7c6aa6d30642cc05207acb4d2aa3701dd40945cb21f1bc0e51305ca8f57f81d,2026-09-20 13:15,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/AXIS.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101540899009417216.html
003,密码杂凑 Hash,C Hash,C Hash.zip,02-hash/C Hash.zip,10629085,ok,d6b40f34b4c4af7ab1929816d8613220ed669aace6bfdd8d2e9496d90ddc5438,2026-09-20 13:14,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/C%20Hash.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101540728942972928.html
004,密码杂凑 Hash,CHAMP,CHAMP.zip,02-hash/CHAMP.zip,8099370,ok,8953f95618236d8d86191992b10e3580ae74520c28a36a715c2fc8bea2a9e8c1,2026-09-20 13:13,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/CHAMP.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101540375996485632.html
005,密码杂凑 Hash,Cryptographic Hash Algorithm uHash,uHash.zip,02-hash/uHash.zip,36366416,ok,c398e49530510c9aa1deffd617855f9b8db448b4e30a35953d88ea0373c7d8e5,2026-09-20 13:12,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/uHash.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101540182026702848.html
006,密码杂凑 Hash,Cuishen,Cuishen.zip,02-hash/Cuishen.zip,28396103,ok,b9192c8a4046d8af48ea19ddefd538f11dd456766b2daf3597762c76a2cc0d6d,2026-09-20 13:11,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Cuishen.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101539989910802432.html
007,密码杂凑 Hash,Dragon Hash Family,Dragon.zip,02-hash/Dragon.zip,148150104,ok,088759817e3193e0ca02c3a3669fd05ac70e833b0447f336666268b61846b26c,2026-09-20 13:11,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Dragon.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101539781751689216.html
008,密码杂凑 Hash,Duet,Duet.zip,02-hash/Duet.zip,20167520,ok,989978bcefbe20124943b2003908226c48e0f05b5ec8db510e7cdb89c2299f1e,2026-09-20 13:10,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Duet.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101539583977672704.html
009,密码杂凑 Hash,Eijen Hash Function,Eijen.zip,02-hash/Eijen.zip,21377056,ok,5e2581d905b9a3d3a8c34c76ed73213c77da970a15cc6b3b26b2bb086b93e3f4,2026-09-20 13:09,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Eijen.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101539361927024640.html
010,密码杂凑 Hash,FEILIAN,FEILIAN.zip,02-hash/FEILIAN.zip,46405040,ok,876082a40ecf3b25d8b19478cbfeab4bd5f96ff7a293aacc5b57a9f73c2ff26c,2026-09-20 13:08,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/FEILIAN.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101539111250251776.html
011,密码杂凑 Hash,Garnet,Garnet.zip,02-hash/Garnet.zip,28058026,ok,9cb659f7e01a64bdcce2a4fea8a7d6e6b5687b2a0ed8ce4ffe5fa86dd3e77646,2026-09-20 13:07,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Garnet.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101538925484527616.html
012,密码杂凑 Hash,Iphe,Iphe.zip,02-hash/Iphe.zip,44195487,ok,42ceda5aa3da2fc74c2b21abfaace3f5af208aab40ef00fcca6d18cdd7a0a844,2026-09-20 13:07,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Iphe.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101538722543128576.html
013,密码杂凑 Hash,JuziHash,Juzi.zip,02-hash/Juzi.zip,4236858,ok,487f73e34dac7a06ae6718c4a38bcf757c1555676b107415f7b79b17d8c9cf92,2026-09-20 13:06,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Juzi.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101538489901862912.html
014,密码杂凑 Hash,Laurus,Laurus.zip,02-hash/Laurus.zip,53082543,ok,9499a772e532577f85902c0f631a95af8e2fb4bc308da6466c076debd63d1415,2026-09-20 13:05,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Laurus.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101538290232020992.html
015,密码杂凑 Hash,Litchi,Litchi.zip,02-hash/Litchi.zip,53685148,ok,16c798c93c6fbdc9ac3703113c120fe22df46569a93d7322aaba46effa3273eb,2026-09-20 13:04,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Litchi.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101538083238924288.html
016,密码杂凑 Hash,LLH,LLH.zip,02-hash/LLH.zip,47056236,ok,e79ca6ef17bcf0485ae2462cfe338e904f05551d7a8859271354d469072b3c2d,2026-09-20 13:03,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/LLH.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101537750001471488.html
017,密码杂凑 Hash,MasterCube,MasterCube.zip,02-hash/MasterCube.zip,32224403,ok,1f9773b8ece90152a6a9adc632a7112c9afc670a5d28b7f1e9ac111e5eea8f13,2026-09-20 13:02,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/MasterCube.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101537586067099648.html
018,密码杂凑 Hash,Megascon Hash Function,Megascon.zip,02-hash/Megascon.zip,19481324,ok,70d0796942e60a1ddd25ad2332dbfe2755052825c301e9585167c90c1fa09d3d,2026-09-20 13:01,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Megascon.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101537413073031168.html
019,密码杂凑 Hash,MoFang Hash Function,MoFang.zip,02-hash/MoFang.zip,11118436,ok,dfdd7dd54361fb09e6d0bc47ae6245a9f992f284c56b04ff55d528e2339c9acc,2026-09-20 13:00,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/MoFang.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101537228439769088.html
020,密码杂凑 Hash,Mozi Hash Function,Mozi.zip,02-hash/Mozi.zip,34365493,ok,f68c6b73ff4ac064e6bb8a9b74c4bd8a929594c3c48c89e1a65941e03676ea30,2026-09-20 13:00,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Mozi.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101537013422968832.html
021,密码杂凑 Hash,Neulaser,Neulaser.zip,02-hash/Neulaser.zip,13735799,ok,ffa76faaf6ae1c939ef6b1a726d6bcef19f0f0df63daddfe74a82e2831c4c6b3,2026-09-20 12:59,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Neulaser.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101536800629149696.html
022,密码杂凑 Hash,Pavelor: A Highly Secure Hash Algorithm for Software Implementation,Pavelor.zip,02-hash/Pavelor.zip,215664540,ok,0414e5f0039c2d352eb00c125554114931363dcea6b382052fdd20fbf25e0c31,2026-09-20 12:58,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Pavelor.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101536571221692416.html
023,密码杂凑 Hash,QILIN,QILIN.zip,02-hash/QILIN.zip,31713305,ok,10335345f6a6cca5e4be688ef42230dff983049483acecbd43f38febb7618609,2026-09-20 12:57,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/QILIN.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101536372126470144.html
024,密码杂凑 Hash,QuantaSylva Hash,QSH.zip,02-hash/QSH.zip,13117999,ok,d2b33441b42825ea10fd374adfdafea64525ad471159b4787c6dc2bd420f05d9,2026-09-20 12:56,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/QSH.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101536223673274368.html
025,密码杂凑 Hash,TaiChi,TaiChi.zip,02-hash/TaiChi.zip,23373335,ok,013bdcd9c7fdcce5bfbfaae84f02f20c5c4ae8a88cb742e7da3fddafeef2e7de,2026-09-20 12:56,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/TaiChi.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101536036577955840.html
026,密码杂凑 Hash,The Hash Function CHIME,CHIME.zip,02-hash/CHIME.zip,5912351,ok,3368eff8f86744eefba82825c11990a3b4d914e014ff184324ab3cb9af88b3a4,2026-09-20 12:55,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/CHIME.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101535839617634304.html
027,密码杂凑 Hash,The Vedak Hash Function Family,Vedak.zip,02-hash/Vedak.zip,14201495,ok,dc1fa5612337e0aae3e236606c3e46322a513c21b1550ac8f20753790892637e,2026-09-20 12:54,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Vedak.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101535609849466880.html
028,密码杂凑 Hash,The XRH-1 Hash Function,XRH-1.zip,02-hash/XRH-1.zip,11224132,ok,0aa9a5a64a54ddaa82b689d46971973825e48e0577685317d5f9bbab9ba85b02,2026-09-20 12:52,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/XRH-1.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101535400742440960.html
029,密码杂凑 Hash,The XRH-2 Hash Function,XRH-2.zip,02-hash/XRH-2.zip,11224353,ok,96b67428bbeda82fd797d6f510466313a23f90ea00a5a0a58f4929b8e554a45b,2026-09-20 12:51,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/XRH-2.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101534893223268352.html
030,密码杂凑 Hash,The ZC-DM Hash Function,ZC-DM.zip,02-hash/ZC-DM.zip,16311230,ok,47e6297d4d707897c64a75a0b490152b2c67abfb1777d89d225b4bcf58a0063b,2026-09-20 12:50,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/ZC-DM.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101534683994607616.html
031,密码杂凑 Hash,The ZC-DMC Hash Function,ZC-DMC.zip,02-hash/ZC-DMC.zip,16425873,ok,b6da323d388d3411b882228152f25626999502b8c246cc0c9b64a0a9d72eaaac,2026-09-20 12:49,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/ZC-DMC.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101534457934204928.html
032,密码杂凑 Hash,The ZC-EDMC Hash Function,ZC-EDMC.zip,02-hash/ZC-EDMC.zip,16346610,ok,235157f178c0ec885dad4062ee232cdc0d16e95474f05c6f93038fd951ca3712,2026-09-20 12:48,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/ZC-EDMC.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101534201922277376.html
033,密码杂凑 Hash,Thunder Hash Family,Thunder.zip,02-hash/Thunder.zip,146828807,ok,db6970d54250084ea73cc1a47bd56c868e5e478cdfa3746ff7b69d30c690b0c8,2026-09-20 12:47,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Thunder.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101533797931110400.html
034,密码杂凑 Hash,WChain Hash Function,WChain.zip,02-hash/WChain.zip,27113718,ok,1ffeb0bd3f3645ea43decaacb0233c7dd23b9b127ac092efc0c12d6661f84023,2026-09-20 12:46,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/WChain.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101533578757754880.html
035,密码杂凑 Hash,Wish Hash Function,Wish.zip,02-hash/Wish.zip,6642188,ok,f878ea89f5b5929c26445a4b1967f21139c74600d5779e4eb5d0bd7f97bea4b5,2026-09-20 12:41,https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Wish.zip,https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101533368094642176.html
001,公告附件(英文),,r8rQLimp.pdf,04-notices/en/pdf/Submission Requirements for Cryptographic Hash Algorithms (Draft).pdf,523210,ok,41382dc435043a7776d1c24a4b4453e7764b02fae7054693251d974148d3903c,,https://www.niccs.org.cn/niccs/Notice/r8rQLimp.pdf,
002,公告附件(英文),,KypGyJgA.pdf,04-notices/en/pdf/Evaluation Criteria for Cryptographic Hash Algorithms (Draft).pdf,198473,ok,8b8fccf9b48ce33cdbf6a07e61234a412316b5f78ac18f38a790ab545c05d460,,https://www.niccs.org.cn/niccs/Notice/KypGyJgA.pdf,
003,公告附件(英文),,1HYjKvSX.pdf,04-notices/en/pdf/Submission Requirements for Public-Key Cryptographic Algorithms (Draft).pdf,536195,ok,a7ef3e954076cf5fca50b17bcf6bdbf4dd6d4f6e3a9d1631aab2fc214a95999c,,https://www.niccs.org.cn/niccs/Notice/1HYjKvSX.pdf,
004,公告附件(英文),,xTVzTPv2.pdf,04-notices/en/pdf/Evaluation Criteria for Public-Key Cryptographic Algorithms (Draft).pdf,202851,ok,dd600fa0f787ba7f506397adf870798144ef64d1d483dc23b0aa3bd92a6e7599,,https://www.niccs.org.cn/niccs/Notice/xTVzTPv2.pdf,
005,公告附件(英文),,52tbw9IQ.pdf,04-notices/en/pdf/Submission Requirements for Cryptographic Hash Algorithms.pdf,389262,ok,365c030ed41b2eb800bcdf647ff0f9e18704fca0025e16b478799ab50798134e,,https://www.niccs.org.cn/niccs/Notice/52tbw9IQ.pdf,
006,公告附件(英文),,crlRB1ZY.pdf,04-notices/en/pdf/Evaluation Criteria for Cryptographic Hash Algorithms.pdf,177186,ok,57474279b719bd3d2f8547a23aa95176a789a86cb946736fb5b7479419884c7c,,https://www.niccs.org.cn/niccs/Notice/crlRB1ZY.pdf,
