KEM_Q,KEM_LEVEL,KEM_MESSAGE_BIT_LENGTH,KEM_N,KEM_K,KEM_ETA1,KEM_ETA2,KEM_N_BLOCKS_FOR_DU0,KEM_DU0,KEM_DU1,KEM_DV,CODE_ALPHA,CODE_BETA,DFR
8192,2,256,128,9,2,0,9,11,0,4,2048,550,2.0814158936747724201668411710426586700835259372031590608999101699642511707652353e-34
8192,2,256,128,9,2,0,9,11,0,4,2048,560,8.6530253715301144750755911214630215294537052771847221208893719741809865120049166e-34
8192,2,256,128,9,2,0,9,11,0,4,2048,570,3.5497001210885333621835398454408444583141511054923459111955935535480579762146686e-33
8192,2,256,128,9,2,0,9,11,0,4,2048,580,1.4367039475877138126140560243140689452640505131940449051741268308324472113635563e-32
8192,2,256,128,9,2,0,9,11,0,4,2048,590,5.7369274655787800756995547192880628730218562232894624155992538391712660006733133e-32
8192,2,256,128,9,2,0,9,11,0,4,2048,600,2.2600730113811543877204935860942919739095398876124038841856830983503923816204157e-31
8192,2,256,128,9,2,0,9,11,0,4,2048,610,8.7840220975528817473039518591358690561810178256802441091906601969493746228293200e-31
8192,2,256,128,9,2,0,9,11,0,4,2048,620,3.3681356805165534373215314169474782116813310382565582370476510458270729250489232e-30
8192,2,256,128,9,2,0,9,11,0,4,2048,630,1.2741146910821661495860381542755175540496578010563306012653643647377849947383957e-29
8192,2,256,128,9,2,0,9,11,0,4,2048,640,4.7549720895415711191958459360625522759198650702173879703306359238911612381989822e-29
8192,2,256,128,9,2,0,9,11,0,4,2048,650,1.7506759519646736007578197524185088345872983663372610613592002041789426794805789e-28
8192,2,256,128,9,2,0,9,11,0,4,2048,660,6.3588689191519385369157309536194183366003614221634520944500008543153116185752925e-28
8192,2,256,128,9,2,0,9,11,0,4,2048,670,2.2786015429989759689275743614923392120684834021165422176673975873072677402876752e-27
8192,2,256,128,9,2,0,9,11,0,4,2048,680,8.0550740650894586290923526129919609120233949011325372042257951989499712243899542e-27
8192,2,256,128,9,2,0,9,11,0,4,2048,690,2.8091937306909534627713054510334809374073915711284319245178119002234145393322093e-26
8192,2,256,128,9,2,0,9,11,0,4,2048,700,9.6650332248578591632662656235358948219140366556519830403359770064931256056485531e-26
8192,2,256,128,9,2,0,9,11,0,4,2048,710,3.2804481167595765857199747766846352156874181209225296943187759192921975219077930e-25
8192,2,256,128,9,2,0,9,11,0,4,2048,720,1.0984238672767135768114663166391253269521589088955140583778617057917736144237652e-24
8192,2,256,128,9,2,0,9,11,0,4,2048,730,3.6283792502948618440064988532023205171333139107704422693725901735039055300172014e-24
8192,2,256,128,9,2,0,9,11,0,4,2048,740,1.1823891529588756332285417450159768380807158806897829895284420142455391369563695e-23
8192,2,256,128,9,2,0,9,11,0,4,2048,750,3.8011283786100420169812250690636204205164910798043277578727905164911493683306261e-23
8192,2,256,128,9,2,0,9,11,0,4,2048,760,1.2055034012686117679815278636421407755144693755985313339970340241942858067301380e-22
8192,2,256,128,9,2,0,9,11,0,4,2048,770,3.7716187577746032768349100508342972852677936626323844695770493614296777474130406e-22
8192,2,256,128,9,2,0,9,11,0,4,2048,780,1.1641003162879678428711068631197722707671531387963380541402345986024590474219475e-21
8192,2,256,128,9,2,0,9,11,0,4,2048,790,3.5445109497982975994191762306879616576392863071259415404674607924953324531520237e-21
8192,2,256,128,9,2,0,9,11,0,4,2048,800,1.0646963216290934500305228414390471270997415860944134708331093429663919250770992e-20
8192,2,256,128,9,2,0,9,11,0,4,2048,810,3.1549983018493403334191634430231844239905589558860462586313504519937474177197237e-20
8192,2,256,128,9,2,0,9,11,0,4,2048,820,9.2231037607847221199545972605327568599950624448689696879142397165174342560156904e-20
8192,2,256,128,9,2,0,9,11,0,4,2048,830,2.6598706331396401886532921304945979630718973655169230745767743204878456734669581e-19
8192,2,256,128,9,2,0,9,11,0,4,2048,840,7.5674661775505029956374765662266311190111554842356627026032518357808889802408765e-19
8192,2,256,128,9,2,0,9,11,0,4,2048,850,2.1239698904327016572982309389503806075563981314686289795994763309218913589878343e-18
8192,2,256,128,9,2,0,9,11,0,4,2048,860,5.8810612966108906517535192174042291170822854916868077544888572963466925942568300e-18
8192,2,256,128,9,2,0,9,11,0,4,2048,870,1.6064765426942139474885362790073835300134311671456505117615231301706436596758158e-17
8192,2,256,128,9,2,0,9,11,0,4,2048,880,4.3291887747186357951156594689545270778846376922518080425179921415618241403286520e-17
8192,2,256,128,9,2,0,9,11,0,4,2048,890,1.1509448481562349247346636789701457040943119156245024121769384807226425177360884e-16
8192,2,256,128,9,2,0,9,11,0,4,2048,900,3.0187076278684432123256323748985679121469806870781808055340048809203533697438889e-16
8192,2,256,128,9,2,0,9,11,0,4,2048,910,7.8110450124133846742589402671749191334829122544323350322338657739877287059418948e-16
8192,2,256,128,9,2,0,9,11,0,4,2048,920,1.9939859627801810976595927131587113366255606396861838706517320008956363875704285e-15
8192,2,256,128,9,2,0,9,11,0,4,2048,930,5.0218480825534287720884344278542020826172698801049979444447447511288568808941337e-15
8192,2,256,128,9,2,0,9,11,0,4,2048,940,1.2477786727832657637359682771922098819602928222814830283445999346846907117546526e-14
8192,2,256,128,9,2,0,9,11,0,4,2048,950,3.0587812323071317042863088325000194580584041664917190081362308040702135424204838e-14
8192,2,256,128,9,2,0,9,11,0,4,2048,960,7.3977709410691516741681649292939486262727040004004154133485691202761059931544064e-14
8192,2,256,128,9,2,0,9,11,0,4,2048,970,1.7652250244840579563946549322747332091537280731774421354012396134387108216968286e-13
8192,2,256,128,9,2,0,9,11,0,4,2048,980,4.1557703715895080806197015431273842067033837113729568090805256749965328616688472e-13
8192,2,256,128,9,2,0,9,11,0,4,2048,990,9.6529765268904918846432828816661651126250671630796487165655662499417207737316366e-13
8192,2,256,128,9,2,0,9,11,0,4,2048,1000,2.2122572030362863860338647091059807904169849076308749254250817774894633865263735e-12
8192,2,256,128,9,2,0,9,11,0,4,2048,1010,5.0024359405671618122973768803815518458798742595202542525094933002303516972253856e-12
8192,2,256,128,9,2,0,9,11,0,4,2048,1020,1.1161084288094416192257488354748336720095791206499213492015548478091144354734091e-11
8192,2,256,128,9,2,0,9,11,0,4,2048,1030,2.4570730812938423719540555143756989252734087357127217855005179875029680379598575e-11
8192,2,256,128,9,2,0,9,11,0,4,2048,1040,5.3373420477747300148120093227587583830366430067331816446197131494974284139725280e-11
8192,2,256,128,9,2,0,9,11,0,4,2048,1050,1.1440270224433997082980094528976725339865485139960261557432110598322199750688260e-10
8192,2,256,128,9,2,0,9,11,0,4,2048,1060,2.4196994188211999581706547705859526302442337985854947546963752799153328117257827e-10
8192,2,256,128,9,2,0,9,11,0,4,2048,1070,5.0502244273188443581859218676828571521149459252825177270457644900954825503026121e-10
8192,2,256,128,9,2,0,9,11,0,4,2048,1080,1.0401475336498236763818373091695297504240638673765015693964605071269993855041366e-9
8192,2,256,128,9,2,0,9,11,0,4,2048,1090,2.1141012976748861105921223445449813843067741699837073061587193159761348214902177e-9
8192,2,256,128,9,2,0,9,11,0,4,2048,1100,4.2404849544834467680445927927731176459261005318214384060580969239176488546967477e-9
8192,2,256,128,9,2,0,9,11,0,4,2048,1110,8.3941593229369892871468430812653562123302325464693011745511349452819182441633738e-9
8192,2,256,128,9,2,0,9,11,0,4,2048,1120,1.6399276967189568485075413538449061737064926618225370474535164061848525945221295e-8
8192,2,256,128,9,2,0,9,11,0,4,2048,1130,3.1620789703150951668516268742947849155288323857589696355298026422123150626578479e-8
8192,2,256,128,9,2,0,9,11,0,4,2048,1140,6.0177873279936495906464421961283702358992046083917364520765273764036458047307850e-8
8192,2,256,128,9,2,0,9,11,0,4,2048,1150,1.1304037756933973955961592241573927833359970510524654237496939121096188299362166e-7
8192,2,256,128,9,2,0,9,11,0,4,2048,1160,2.0959480556141117917826329468623766996003841369302240840807360171353989995781707e-7
8192,2,256,128,9,2,0,9,11,0,4,2048,1170,3.8361548542909549463827303973245862267152052219566322439745835742146077020660987e-7
8192,2,256,128,9,2,0,9,11,0,4,2048,1180,6.9310667668036264814771183547601231593478720644434006556364434625983391189978222e-7
8192,2,256,128,9,2,0,9,11,0,4,2048,1190,1.2362695163985752259224484698308750486880305653558026927374198016647513025926603e-6
8192,2,256,128,9,2,0,9,11,0,4,2048,1200,2.1769946650584302914904822310300470495383413199710285439865895478270042456501699e-6
8192,2,256,128,9,2,0,9,11,0,4,2048,1210,3.7849136131616035509621194519729205936890990981668058585583679818579335080652366e-6
8192,2,256,128,9,2,0,9,11,0,4,2048,1220,6.4973102313067413290426737718494375095944625356363345876261915929154384660018555e-6
8192,2,256,128,9,2,0,9,11,0,4,2048,1230,1.1013270393302707216651874351606717769365115239866704253094939694413221982328865e-5
8192,2,256,128,9,2,0,9,11,0,4,2048,1240,1.8434510113254554169606420447341233095242170979641835941369356762834380071988968e-5
8192,2,256,128,9,2,0,9,11,0,4,2048,1250,3.0472536761664081595733257841497401231124814697687322925495588722106910891508351e-5
8192,2,256,128,9,2,0,9,11,0,4,2048,1260,4.9748282816977700321633588724340639158419518670655143617529366239062635618181984e-5
8192,2,256,128,9,2,0,9,11,0,4,2048,1270,8.0218136258549565119650951831818520439719132081219479241273398273511960766644887e-5
8192,2,256,128,9,2,0,9,11,0,4,2048,1280,1.2776925920554395474029429150991912230660745790748083019111141126239152961415038e-4
8192,2,256,128,9,2,0,9,11,0,4,2048,1290,2.0103691050749878283497617781370611556590385950432407417844170804470713152960052e-4
8192,2,256,128,9,2,0,9,11,0,4,2048,1300,3.1250656878619438808409915606848884642136059957957383632881321296036840701750287e-4
8192,2,256,128,9,2,0,9,11,0,4,2048,1310,4.7997306191048981732344631673857461728174002119319451809132802672896689354569985e-4
8192,2,256,128,9,2,0,9,11,0,4,2048,1320,7.2843636085345871857222579395454049172927669120915237971297633372475839595290977e-4
8192,2,256,128,9,2,0,9,11,0,4,2048,1330,1.0925175570825180189161691480362137624032350176368992415621025971905282134827376e-3
8192,2,256,128,9,2,0,9,11,0,4,2048,1340,1.6194769022968024978688158594589055685263129291156622207779290405003567019928045e-3
8192,2,256,128,9,2,0,9,11,0,4,2048,1350,2.3729066010065257125992345584052604021815985333560159205320931680660008706742924e-3
8192,3,512,256,8,2,0,8,11,0,8,2048,0,6.2868968089032358482133931500917544958640047937773232172965410408468570308299912e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,10,6.2816231952655102522343694516131375846144141289088095975985881054824234359317982e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,20,6.2436201383280436686141978304678488472628593740459754216297384360373676875291376e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,30,6.1815166133478434458989553667393397796635736191167533314524946554870933772666041e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,40,6.0956074094450168618564059618016566360010696936009916761048567643069298027788596e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,50,5.9869134418085115887495826339478039396313157662515605904392217319206469305508610e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,60,5.8566805204920542175213042314656026078926931567063647885442949594967209247315569e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,70,5.7064228485124702752730756057161385794772027012228420448425315703230903188786477e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,80,5.5377808280458163737126262678209530518361092404263630045180587378275157919165786e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,90,5.3527802882761494189778211138685690079881500119659793434909139345426450669487237e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,100,5.1532689424200882127599998662079967104388117152156428785306470732138212184210186e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,110,4.9413899397615261268581916424342534091977600386145775414886123133274869195961412e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,120,4.7193203984792970765284128694023427769163040055561773010640268443505272063410542e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,130,4.4892452193069504272041469992536646214533482060693234990913784076426402543533576e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,140,4.2533478472595352961478056850289244884884280758059322256738445670522218240985988e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,150,4.0137701816083422477610315403695024255112578931070919427366752341140067709131776e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,160,3.7724293026853186652825270548698233338056600108425672919900620370262089817181247e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,170,3.5317232361892028578046636263934384189307933501321408479780380789525873861631043e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,180,3.2930559046737926854570389422569276339900631877542711423145030152959034825498448e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,190,3.0582700591641829315226757174068657376248634887573402909232313264917132669335163e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,200,2.8288938694606341061293658642817513660287936132063439615396037089411102416947788e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,210,2.6062821580084473732266003105681510145774387900155713652429131461798432122025623e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,220,2.3916089174453028941617658744630571885558663888046372730447535098276144233340289e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,230,2.1858644439362836494082162656285359128692440415996787318214030033274960047492156e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,240,1.9898302683413222429607023960131884660064901376827482171970096848334131225494185e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,250,1.8041891372455566788777951978935911125338668230594886904175316884140538194705858e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,260,1.6293253448460510641996117070095382009235383876536607964893183211547792469795033e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,270,1.4655417891439279641311350776965277849087591447587748176590091298603397986417724e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,280,1.3129647209843415068382973813598803312417266657259618640923124474982761321822970e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,290,1.1715822172834443762170111690801272960479713204538356231877606578116595433298395e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,300,1.0412543191881019527274468577629862919790501521389302002100338451910531034182378e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,310,9.2173425993874035106121443430585499607920225891305573547517415240825966853886562e-37
8192,3,512,256,8,2,0,8,11,0,8,2048,320,8.1259997273941132435907450421644675327369057379120190133907662575359781526501080e-37
8192,3,512,256,8,2,0,8,11,0,8,2048,330,7.1367148071502156908809805413924640092606284650188951800313200059895346830449132e-37
8192,3,512,256,8,2,0,8,11,0,8,2048,340,6.2422881082978488855678860774356034501505329159046548365243091937329751944749045e-37
8192,3,512,256,8,2,0,8,11,0,8,2048,350,5.4381515103328664132575367869752456923519222968334114990919653769529886086402633e-37
8192,3,512,256,8,2,0,8,11,0,8,2048,360,4.7187332667537665489049594620566705004552697811414768240564850491661146171811622e-37
8192,3,512,256,8,2,0,8,11,0,8,2048,370,4.0781685860015828805846397418371306300971390032327773652538808356961072894050487e-37
8192,3,512,256,8,2,0,8,11,0,8,2048,380,3.5105098213309988656967838941248546985688586288278463234733353841670091963561398e-37
8192,3,512,256,8,2,0,8,11,0,8,2048,390,3.0098266385006633036224802992332138711142944493767127441289420208970712113677557e-37
8192,3,512,256,8,2,0,8,11,0,8,2048,400,2.5702344228680533568786865235655721711700133072146275986117127824643811014803291e-37
8192,3,512,256,8,2,0,8,11,0,8,2048,410,2.1862987185370332814584958033014417159044810032300048718788203094257583641296399e-37
8192,3,512,256,8,2,0,8,11,0,8,2048,420,1.8520279657717051956204759117480988818360087977886629545137711806127352399879661e-37
8192,3,512,256,8,2,0,8,11,0,8,2048,430,1.5627224415322012478110110905533570298818985875760131140694850844532624156287671e-37
8192,3,512,256,8,2,0,8,11,0,8,2048,440,1.3133551158026857288512943604972831718336986385975537102987984246770223187436206e-37
8192,3,512,256,8,2,0,8,11,0,8,2048,450,1.0993828480026333697364089937072839815478279924419876091805910598012740522405451e-37
8192,3,512,256,8,2,0,8,11,0,8,2048,460,9.1660523631469411199829221747611807168872945542722786761791529194684922887983640e-38
8192,3,512,256,8,2,0,8,11,0,8,2048,470,7.6117209060324888169797960240757374593346988701039544780436764511809305338529808e-38
8192,3,512,256,8,2,0,8,11,0,8,2048,480,6.2955749983722008994808996867078737336229524118198319471517809009959429151760977e-38
8192,3,512,256,8,2,0,8,11,0,8,2048,490,5.1868757456772294888094579556045486377926390236605723975212861982580323525752856e-38
8192,3,512,256,8,2,0,8,11,0,8,2048,500,4.2568183717916078614090065815345074966942451794963821933553775076329157801312989e-38
8192,3,512,256,8,2,0,8,11,0,8,2048,510,3.4816751023015924828819393948478972843518847995830916033962993628522000635725713e-38
8192,3,512,256,8,2,0,8,11,0,8,2048,520,2.8431487969569229228845486390282955438863942536513510942444088810076919992865586e-38
8192,3,512,256,8,2,0,8,11,0,8,2048,530,2.3356133585987227404287750007589746951363469594838986884251294511240433011181691e-38
8192,3,512,256,8,2,0,8,11,0,8,2048,540,1.9880368688370037479594078351020114105750970754462461415713646719160819738162688e-38
8192,3,512,256,8,2,0,8,11,0,8,2048,550,1.9374910384029566391850050728197811639831916828354867816269028697142862375509660e-38
8192,3,512,256,8,2,0,8,11,0,8,2048,560,2.6674403158611167822211946096038555263321895869304836715101870903424940851149566e-38
8192,3,512,256,8,2,0,8,11,0,8,2048,570,5.7751794228629860591050130819642500986561716696117273537244163211349026017235319e-38
8192,3,512,256,8,2,0,8,11,0,8,2048,580,1.6421717436281133094929927814839781280380449769656080108523684403395392864621735e-37
8192,3,512,256,8,2,0,8,11,0,8,2048,590,5.1090985911944148754392504387865398498656521258141767632684554054388350568782924e-37
8192,3,512,256,8,2,0,8,11,0,8,2048,600,1.6196625453301937872551951825487860397083507613521251302562040535086259189890361e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,610,5.1290341788938478645696894347942891079075283991511223562017976399279178469735452e-36
8192,3,512,256,8,2,0,8,11,0,8,2048,620,1.6143300201889886486351131236099308748922654070281637309723317915900948192748094e-35
8192,3,512,256,8,2,0,8,11,0,8,2048,630,5.0437395642052982878862690056944952600627982841665629309814786251517584448631394e-35
8192,3,512,256,8,2,0,8,11,0,8,2048,640,1.5638025228169810072297894139380919908204316026646037055954576452159012010301449e-34
8192,3,512,256,8,2,0,8,11,0,8,2048,650,4.8111180125710526790599951677513133906422140364908175652688299985754037676176243e-34
8192,3,512,256,8,2,0,8,11,0,8,2048,660,1.4687089926803927589137578213841503686954544742465329438201401297047448650176681e-33
8192,3,512,256,8,2,0,8,11,0,8,2048,670,4.4488537746475969671967284410596615924616182567628767413982897487667641895013449e-33
8192,3,512,256,8,2,0,8,11,0,8,2048,680,1.3371547847565029052810794587724409631972818719647959281551011744344073747128785e-32
8192,3,512,256,8,2,0,8,11,0,8,2048,690,3.9878181588321778377327466184559001295611099890189652180441122140044202263866739e-32
8192,3,512,256,8,2,0,8,11,0,8,2048,700,1.1800710980968216013357778185827000451954442201832899941324720153618961025754089e-31
8192,3,512,256,8,2,0,8,11,0,8,2048,710,3.4649682120078568889044395236642042268115567258630908377640751444170901608896930e-31
8192,3,512,256,8,2,0,8,11,0,8,2048,720,1.0095032021427794475808347902876533228652028509448532952353698395433656970294876e-30
8192,3,512,256,8,2,0,8,11,0,8,2048,730,2.9183181860307338381422966673262530418394635194629767849799564778183217040409212e-30
8192,3,512,256,8,2,0,8,11,0,8,2048,740,8.3709205939919945729643232283692667678685185517931878446372584073683521760185669e-30
8192,3,512,256,8,2,0,8,11,0,8,2048,750,2.3824763866871307482054072177738503580212292434019339104636891034735948806990167e-29
8192,3,512,256,8,2,0,8,11,0,8,2048,760,6.7281856744907201747470673867356005506808226690377685624781075190192668104651444e-29
